				Classification 1					Classification 2						Classification 3					Classification 4 - Ontology leveraged		
organism	saccharomyces cerevisiae s288c	18																				
organism	dictyostelium purpureum	18																				
organism	leptospira interrogans	18																				
organism	arabidopsis	18																				
organism	vitis sp. cv. 'norton'	18																				
organism	solanum pimpinellifolium	18																				
organism	pyrococcus furiosus dsm 3638	18																				
organism	dehalococcoides ethenogenes 195	17																				
organism	pan paniscus	17																				
organism	clostridium perfringens	17																				
organism	clostridium difficle	17																				
organism	moraxella catarrhalis	16																				
organism	acanthopleura hirtosa	16																				
organism	pichia angusta ncyc 495 leu1.1	16																				
organism	callithrix jacchus	16																				
organism	lepeophteirus salmonis	16																				
organism	citrobacter rodentium	16																				
organism	brucella melitensis	16																				
organism	lactobacillus salivarius	16																				
organism	thermoproteus tenax	16																				
organism	human herpesvirus 8 strain rkshv.219	16																				
organism	xylella fastidiosa temecula1	16																				
organism	zea mays subsp. parviglumis	16																				
organism	drosophila sechellia x drosophila simulans	15																				
organism	trypanosoma brucei treu927	15																				
organism	methanobacterium thermoautotrophicum	15																				
organism	brassica oleracea	15																				
organism	salmonella enterica serovar typhimurium	15																				
organism	drosophila mauritiana	15																				
organism	aquilegia formosa	15																				
organism	gossypium darwinii	15																				
organism	naegleria gruberi	15																				
organism	xylella fastidiosa 9a5c	15																				
organism	bacteroides fragilis nctc 9343	15																				
organism	pachycladon enysii	15																				
organism	oryza longistaminata	15																				
organism	sarcophilus harrisii	15																				
organism	rubus idaeus	15																				
organism	falco rusticolus	15																				
organism	paenibacillus vortex	14																				
organism	dicentrarchus labrax	14																				
organism	human herpesvirus 8	14																				
organism	pachycladon cheesemanii	14																				
organism	rhizobium etli cfn 42	14																				
organism	ixodes scapularis	14																				
organism	escherichia coli str. k 12 substr. w3110	13																				
organism	leishmania braziliensis	13																				
organism	hypocrea lixii	13																				
organism	sordaria macrospora	13																				
